Date,Title,Company,State,City,Level,Work Mode,Average Salary,Pay Type,Employment Type,Description
2024-06-23,Data Science Cyber Systems Engineer,Tenica And Associates Llc,District of Columbia,Springfield,Mid-level,,,,nan,"Experience applying statistical analysis to large data sets.
Experience with data visualization tools (e.g. Tableau, Infogram, Chartbloks)."
2024-06-23,"Manager, Data Science - Consumer Identity Machine Learning",Capital One,District of Columbia,McLean,Manager,,,,Full-time,"Currently has, or is in the process of obtaining a Bachelor’s Degree plus 6 years of experience in data analytics, or currently has, or is in the process of…"
2024-06-23,Data Engineer Senior Consultant (us Security Clearance Required),Deloitte,District of Columbia,Rosslyn,Senior,,,,Full-time,"Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from…"
2024-06-23,Data Quality Engineer,Qinetiq,District of Columbia,Chantilly,Mid-level,,,,Full-time,"Create or update data models to ensure that data is stored in an organized manner.
Evaluate conditioned data to ensure data is properly mapped and ready for…"
2024-06-23,Junior Data Engineer,Mantech,District of Columbia,Fairfax,Junior,,,,Full-time,"In this role, you will apply your expertise in data wrangling, analysis, and model building to tackle complex business challenges and derive actionable insights…"
2024-06-23,Ai And Ml Research And Development Technologist,Booz Allen,District of Columbia,Washington,Mid-level,,158300.0,year,,"Experience leading a team of AI and ML engineers, researchers, and data scientists to develop and deploy advanced AI and ML technologies in autonomous systems."
2024-06-23,Ai Engineer,Booz Allen,District of Columbia,Washington,Mid-level,,123800.0,year,,"2+ years of experience with artificial intelligence, data science, machine learning engineering, data or software engineering research, full stack engineering,…"
2024-06-23,"Ai/ml Modeling, Simulation And Analysis Engineer( Senior Level)",Cedge Inc,District of Columbia,Springfield,Senior,,,,nan," Work with leaders, scientists, and engineers across NGA, NSG, the (IC, ASG and US Government contractors for advancing, coordinating, and executing corporate…"
2024-06-23,Sr. Data Scientist,Deloitte,District of Columbia,Rosslyn,Mid-level,,,,Full-time,"Work cross-functionally with other scientists & data engineers, federal account manager and leadership to help ensure project delivery and success."
2024-06-23,"Generative Ai Engineer, Senior",Booz Allen,District of Columbia,Bethesda,Senior,,158300.0,year,,"You’ll be part of a large community of ML engineers across the firm and collaborate with data engineers, data scientists, software engineers, solutions…"
2024-06-23,Ai Web Developer - Sme - K391,Tla-llc,District of Columbia,Herndon,Mid-level,,,,nan,"Capable of developing web-based platforms and services for data analytics on large data sets.
The candidate will be part of a team of software developers and…"
2024-06-23,Ai Data Science Consultant - Secret Clearance Required,Deloitte,District of Columbia,Rosslyn,Mid-level,,,,Full-time,"Knowledge of data mining, machine learning, data visualization and statistical modeling.
Our team supports all phases of analytic work product development, from…"
2024-06-23,Senior Data Scientist - Cloud,Mantech,District of Columbia,Chantilly,Senior,,,,Full-time,"Computer programming (e.g. programming languages, math/statistics packages, computer science, machine learning, scientific computing)."
2024-06-23,Lead Machine Learning Engineer,Total Wine & More,District of Columbia,Bethesda,Lead,,,,nan,"Build out tools to support data scientists – lowering the level of effort to create and prototype machine learning models, such as building a feature data store…"
2024-06-23,Space Predictive Modeling And Sim Analyst Mid Level,"Systems Planning And Analysis, Inc.",District of Columbia,Chantilly,Mid-level,,,,Full-time,"Interface with customer and helps define work process; estimate time frames, quality and quantity of resources required to successfully implement project;…"
2024-06-23,Data Quality Engineer,Qinetiq Us,District of Columbia,Chantilly,Mid-level,,,,Full-time,"Create or update data models to ensure that data is stored in an organized manner.
Evaluate conditioned data to ensure data is properly mapped and ready for…"
2024-06-23,Senior Data Scientist Consultant (us Security Clearance Required),Deloitte,District of Columbia,Rosslyn,Senior,,,,Full-time,"Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from…"
2024-06-23,Senior Machine Learning Engineer,The Swift Group,District of Columbia,Chantilly,Senior,,,,nan,"The Swift Group is looking for a Senior Machine Learning Engineer to create data science and data engineering products that include data models, data ingestion…"
2024-06-23,It Advisor-technology Consulting-data And Analytics-data Science-manager-multiple Positions-1503451,Ey,District of Columbia,McLean,Manager,,149600.0,year,,Manage other data scientists and data engineers to develop and deliver the most appropriate algorithms to meet client requirements.
2024-06-23,Ai Data Science Senior Consultant - Secret Clearance Required,Deloitte,District of Columbia,Rosslyn,Senior,,,,Full-time,"Knowledge of data mining, machine learning, data visualization and statistical modeling.
Our team supports all phases of analytic work product development, from…"
2024-06-23,"Chief Ai Engineer, Senior Manager",Booz Allen,District of Columbia,Washington,Senior,,199200.0,year,,"Provide technical and project management support towards the delivery of a large-scale data, analytical and AI capabilities."
2024-06-23,Functional Data/bi Business Analyst (ts Required),Deloitte,District of Columbia,Rosslyn,Mid-level,,,,Full-time,"Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from…"
2024-06-23,"Senior Software Engineer, Applied Ai",Recruiting From Scratch,District of Columbia,Bethesda,Senior,,165000.0,year,,"Partner across all teams including engineers, AI scientists, researchers, designers, and product managers to bring new features into production."
2024-06-23,Senior Engineer - Generative Ai Product Engineer,Capital One,District of Columbia,McLean,Senior,,,,Full-time,Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding…
2024-06-23,Data Requirements Manager (ts/sci),Ibm,District of Columbia,Chantilly,Manager,,195000.0,year,,"Eligible employees may have access to: - Healthcare benefits including medical & prescription drug coverage, dental, vision, and mental health & well being -…"
2024-06-23,Data Engineer Consultant (us Security Clearance Required),Deloitte,District of Columbia,Rosslyn,Mid-level,,,,Full-time,"Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from…"
2024-06-23,Space Predictive Modeling And Sim Analyst Senior,"Systems Planning And Analysis, Inc.",District of Columbia,Chantilly,Senior,,,,Full-time,"Interface with customer and helps define work process; estimate time frames, quality and quantity of resources required to successfully implement project;…"
2024-06-23,Data Engineer (cloud Services) - Senior,Qinetiq Us,District of Columbia,Reston,Senior,,,,nan,This role will be at the forefront of leveraging the latest in data and data analytics technolgoies supporting a diverse range of Client and Client-Customer…
2024-06-23,Data Engineer,Qinetiq Us,District of Columbia,McLean,Mid-level,,,,Full-time,"Much of our work contributes to innovative research in the fields of sensor science, signal processing, data fusion, artificial intelligence (AI), machine…"
2024-06-23,Ai/ml Software Engineer,Cognitio,District of Columbia,McLean,Mid-level,,,,nan,"The AI/ML Engineer will work closely with customer management, other project managers, system architects, data scientists, data engineers, and machine learning…"
2024-06-23,"Mechanical Engineer, Data Center Design",Meta,District of Columbia,Reston,Mid-level,,205000.0,year,,Collaborate with internal stakeholders to define project design criteria and manage change from project concept to substantial completion in order to meet the…
2024-06-23,Lead Ai Security Engineer,The Mitre Corporation,District of Columbia,McLean,Lead,,,,Full-time,"We are looking for expertise in AI and machine learning (ML), particularly the development, training, and use of LLMs.
At MITRE, you can have both."
